"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6"
"35","Ténébreux","PLK","Ténébreux",2017,"Autumn",46,0.425,0.793,0.665,0.00155,0.118,-9.205,0.0948,118.945,"6","0",204744,0.59,"4","4YqbtK5rLeJXHEY5XrU28V","french hip hop","pop urbaine","rap conscient","rap francais",NA,NA
"36","Big Conspiracy (feat. iceè tgm)","J Hus","Big Conspiracy",2020,"Winter",56,0.301,0.752,0.583,0,0.0871,-5.994,0.372,92.599,"9","0",218680,0.496,"4","0D3bX53KP5VsPWLjCOU2fA","afroswing","grime","uk hip hop",NA,NA,NA
"37","Les oiseaux s'envolent","Seyté","La vie est belle",2018,"Spring",35,0.707,0.702,0.771,0,0.109,-5.363,0.294,90.149,"4","0",233969,0.498,"4","4E13q6B6qpQdyH8oqXyg4j","belgian hip hop","french hip hop",NA,NA,NA,NA
"38","Maman ne le sait pas (feat. Niska)","Ninho","Destin",2019,"Spring",68,0.399,0.755,0.875,0,0.115,-5.944,0.193,145.008,"7","0",203301,0.393,"4","5c2HadbVTsMKjja4gohEFI","french hip hop","pop urbaine",NA,NA,NA,NA
"39","Told You","Yung Tory","Told You",2018,"Winter",50,0.205,0.79,0.42,0,0.271,-11.492,0.109,94.978,"7","0",153338,0.426,"4","4LbPxYTLEVadSSF0t7nB27","canadian hip hop","canadian trap","melodic rap",NA,NA,NA
"40","Casino","PLK","Ténébreux",2017,"Autumn",45,0.363,0.749,0.666,0,0.268,-7.535,0.408,89.916,"6","1",183415,0.868,"4","2y5O65zj69MguS7HNkWKsv","french hip hop","pop urbaine","rap conscient","rap francais",NA,NA
"41","Barking","Ramz","Blockbuster",2019,"Spring",70,0.181,0.534,0.563,0,0.0525,-7.845,0.312,102.999,"7","0",204826,0.291,"4","2JbO1rep5Um3RAKB8szQrR","afroswing","london rap","uk hip hop",NA,NA,NA
"42","Prayer in C - Robin Schulz Radio Edit","Lilly Wood and The Prick","Prayer in C",2014,"Spring",77,0.024,0.763,0.875,5.41e-06,0.599,-5.797,0.0262,123.013,"9","0",189413,0.8,"4","5fnA9mkIfScSqHIpeDyvck","french indie pop","french rock",NA,NA,NA,NA
"43","Nouvel homme","Nekfeu","Les étoiles vagabondes : expansion",2019,"Summer",49,0.641,0.834,0.652,0.014,0.0623,-7.009,0.0301,122.005,"5","0",189226,0.236,"4","5qjjlzPLsUhaPC2zxa3rCo","french hip hop","pop urbaine","rap conscient",NA,NA,NA
"44","FUM22 NOCIVE","Green Montana","MELANCHOLIA 999",2021,"Summer",67,0.562,0.871,0.401,0,0.0929,-10.158,0.377,140.141,"1","0",131013,0.766,"4","3v9eCrcYmTjYjy68TWHj5b","belgian hip hop","cloud rap francais","french hip hop","pop urbaine","rap belge","rap francais"
"45","Toute ma vie","Spider ZED","Jeune intermittent",2020,"Autumn",35,0.915,0.837,0.447,9.99e-06,0.147,-10.377,0.239,100.024,"5","1",131494,0.197,"4","6lnj3BQx0ncxetgKF7FXaP","french hip hop","rap calme",NA,NA,NA,NA
"46","Doudou","Koba LaD","Cartel : volume 1 & 2",2021,"Winter",63,0.37,0.837,0.615,1.29e-05,0.0914,-5.274,0.0762,130.062,"6","0",181466,0.858,"4","1cgRpYVOkYnxomkDpYLyba","french hip hop","pop urbaine","rap francais",NA,NA,NA
"47","Blanco","Caballero","OSO",2021,"Spring",47,0.195,0.582,0.774,0,0.304,-9.689,0.287,84.45,"1","0",165186,0.795,"4","52YGanVRKVr6CGqr6AQOtZ","belgian hip hop","french hip hop",NA,NA,NA,NA
"48","Quarterback (Secure The Bag!)","AJ Tracey","Quarterback (Secure The Bag!)",2017,"Autumn",42,0.366,0.889,0.697,0,0.177,-6.684,0.226,139.999,"7","1",207000,0.738,"4","1qUCpHLr07jyzdGNJX1qEP","grime","uk hip hop","ukg revival",NA,NA,NA
"49","Hiver turquoise","Le Motif","Première Partie",2020,"Autumn",31,0.0689,0.622,0.625,0,0.0688,-7.341,0.0718,75.165,"5","0",184680,0.491,"4","7mVArWtdMHUZvCLhy2Nn1p","rap calme",NA,NA,NA,NA,NA
"50","Clash (feat. Stormzy)","Dave","Clash (feat. Stormzy)",2021,"Summer",66,0.313,0.871,0.519,8.14e-06,0.0869,-6.549,0.258,140.013,"2","1",251733,0.532,"4","2oUwMN5VfdGX10XeQJLBBi","uk hip hop",NA,NA,NA,NA,NA
"51","Pierre, feuille, papier, ciseaux","Columbine","Pierre, feuille, papier, ciseaux",2017,"Summer",58,0.416,0.816,0.478,0,0.12,-8.513,0.0655,110.589,"11","1",225413,0.656,"4","6Uk6MCdcT025QBTcXRFKDL","french hip hop","rap conscient",NA,NA,NA,NA
"52","NIC (feat. Tiggs Da Author)","Nines","Crabs In A Bucket",2020,"Summer",65,0.0151,0.568,0.836,0,0.186,-3.51,0.13,89.305,"7","1",220510,0.638,"4","5xa6bK1Q2K9gmZiQLJVRVW","uk hip hop",NA,NA,NA,NA,NA
"53","Just A Lil Bit","50 Cent","The Massacre",2005,"Spring",80,0.0322,0.489,0.692,0.00608,0.315,-6.672,0.41,96.946,"1","1",237706,0.527,"4","4nva9EpKntUTs6CRSGBCn9","east coast hip hop","gangster rap","hip hop","pop rap","queens hip hop","rap"
"54","La vie qu'on mène","Ninho","Destin",2019,"Spring",73,0.687,0.8,0.756,2.06e-06,0.111,-4.4,0.0367,113.204,"7","0",193443,0.456,"3","0Jh6iWjna1wk5le0Ahn7No","french hip hop","pop urbaine",NA,NA,NA,NA
"55","The Little Beggarman","The High Kings","The High Kings",2008,"Winter",36,0.655,0.719,0.667,0,0.0865,-7.546,0.103,100.006,"7","1",174746,0.793,"4","7k37IOHc7D1xlXcKjeUvo8","celtic","celtic rock","irish folk","irish pub song",NA,NA
"56","Mauvais ordre","Lomepal","Mauvais Ordre",2022,"Autumn",61,0.767,0.764,0.43,0.0585,0.0843,-9.956,0.0594,143.992,"4","0",219626,0.426,"4","0H5JKQ7qQ5MBeRSZSieZsM","french hip hop","rap conscient",NA,NA,NA,NA
"57","Putana","Ninho","Destin",2019,"Spring",70,0.313,0.717,0.774,0,0.129,-6.927,0.0515,103.849,"2","0",184800,0.511,"4","5oePa8PlOTPAlRaGs2OZ3A","french hip hop","pop urbaine",NA,NA,NA,NA
"58","Terrible","PLK","Enna",2020,"Summer",49,0.535,0.574,0.639,0,0.103,-8.252,0.457,89.288,"11","1",161706,0.725,"3","7jC1pnESBqDsbGuIq2ZqhZ","french hip hop","pop urbaine","rap conscient","rap francais",NA,NA
"59","Hey Boy","Larry","Cité blanche",2020,"Winter",22,0.604,0.869,0.685,3.57e-06,0.11,-7.639,0.305,92.059,"10","0",158733,0.633,"4","2U6EzkRNUbliTVQ9Cg5H8K","french hip hop","pop urbaine","rap francais",NA,NA,NA
"60","Pas à ma place","Lujipeka","Pas à ma place",2021,"Autumn",47,0.294,0.696,0.647,0,0.0468,-7.146,0.111,149.096,"8","0",175247,0.472,"4","5CEG6kEZZutC4xQE7aOctq","french hip hop","rap calme",NA,NA,NA,NA
"61","AC","Roméo Elvis","AC",2021,"Summer",33,0.06,0.695,0.759,0,0.391,-6.422,0.318,141.005,"9","1",221089,0.464,"4","00x1b3DJb8lhUYrABIkK8g","belgian hip hop","french hip hop",NA,NA,NA,NA
"62","La brume","Meryl","Jour avant caviar",2020,"Winter",43,0.119,0.711,0.566,0,0.0867,-6.662,0.0415,81.024,"8","0",184693,0.309,"4","75cpASksL0l3Wf5Yf00EZX","rap antillais","rap ivoire","trap antillais",NA,NA,NA
"63","Cowboi","2050Millions","PainKilla",2020,"Spring",27,0.149,0.791,0.505,1.03e-05,0.0948,-10.626,0.192,159.938,"11","0",204124,0.461,"4","6BcJHCnrTcDewhMGm9qj0m",NA,NA,NA,NA,NA,NA
"64","Hasarder","Lomepal","Mauvais Ordre",2022,"Autumn",60,0.282,0.77,0.649,0,0.117,-8.011,0.0865,91.046,"1","0",178866,0.181,"4","6V40xLcDlYwZpz3oKIVNhL","french hip hop","rap conscient",NA,NA,NA,NA
"65","African Giant","Burna Boy","African Giant",2019,"Summer",50,0.593,0.57,0.648,8.15e-05,0.568,-6.694,0.317,90.503,"9","0",184761,0.565,"4","5Yu8xJwe9SPpFY2s3jDnvj","afrobeats","azontobeats","dancehall","nigerian hip hop","nigerian pop",NA
"66","Juste pour voir","S.Pri Noir","Masque blanc",2018,"Spring",60,0.393,0.712,0.617,0,0.126,-7.144,0.374,147.891,"3","0",226413,0.477,"4","0JOJx8jx0dWZk33MsvRZrB","french hip hop","pop urbaine","rap francais",NA,NA,NA
"67","Dingue","PLK","Polak",2019,"Winter",58,0.149,0.675,0.675,0.000116,0.307,-4.714,0.1,164.045,"8","0",177876,0.718,"4","4a4cTUsFiyPN8jaHt2xf18","french hip hop","pop urbaine","rap conscient","rap francais",NA,NA
"68","Bateau sur l'eau","Loris Giuliano","Bateau sur l'eau",2022,"Spring",37,0.202,0.755,0.629,0,0.0932,-7.006,0.107,149.992,"11","0",173584,0.498,"4","40IxFrQbJgb7gpRyS7o03F",NA,NA,NA,NA,NA,NA
"69","TEE (feat. Loski)","JAY1","TEE (feat. Loski)",2020,"Summer",50,0.0176,0.914,0.513,0,0.2,-8.637,0.287,142.05,"1","0",180845,0.719,"4","0U5yNRr9SZTupENUtOCsvf","uk hip hop",NA,NA,NA,NA,NA
"70","En face","Népal","Adios Bahamas",2020,"Winter",60,0.759,0.517,0.552,0,0.115,-9.819,0.378,86.892,"5","0",213694,0.18,"4","32AuP8jYvzvV5fAUuaHrnn","french hip hop",NA,NA,NA,NA,NA
"71","Train de vie (feat. PLK)","Leto","Virus: avant l'album",2020,"Spring",58,0.314,0.739,0.585,0,0.0998,-7.605,0.195,143.849,"1","1",187146,0.708,"4","2VXeQ7moo4zfT6EFO3Cwse","french hip hop","pop urbaine","rap francais",NA,NA,NA
"72","La bombe","Hugo TSR","La bombe h",2005,"Spring",36,0.545,0.903,0.627,0,0.334,-8.213,0.358,94.99,"10","0",152500,0.803,"4","0eUEiflOFVozgr8TvdPAFm","french hip hop","rap conscient",NA,NA,NA,NA
"73","Die","Lujipeka","L.U.J.I.",2020,"Spring",22,0.435,0.792,0.571,0,0.168,-5.947,0.0546,129.161,"0","0",139466,0.396,"4","2TeW1YQjnuyVduGtGF8Dip","french hip hop","rap calme",NA,NA,NA,NA
"74","À Montréal","Grand Corps Malade","3ème temps",2010,"Autumn",23,0.466,0.535,0.622,0.00107,0.0951,-8.318,0.114,138.698,"7","0",188640,0.38,"4","7ikgEINd19Z3T9CDw9QkFL","chanson","french pop",NA,NA,NA,NA
"75","DIE","Gazo","KMT",2022,"Summer",75,0.229,0.695,0.63,0,0.118,-7.16,0.035,130.968,"8","0",240413,0.55,"4","3D29kjUyWxsT3jUUTtARVQ","drill francais","french hip hop","pop urbaine","r&b francais","rap francais",NA
"76","Swimming Pools (Drank)","Kendrick Lamar","Swimming Pools (Drank)",2012,"Winter",81,0.00627,0.577,0.447,0.00022,0.0899,-5.892,0.277,74.236,"8","1",247800,0.189,"4","6REbwUNlppTfcnV4d4ZoZi","conscious hip hop","hip hop","rap","west coast rap",NA,NA
"77","La vie est belle","Seyté","La vie est belle",2018,"Spring",46,0.926,0.784,0.539,0,0.138,-5.712,0.0481,105.987,"11","1",145491,0.804,"4","4zFM2jL5OmDZAoIr3vwcZh","belgian hip hop","french hip hop",NA,NA,NA,NA
"78","Adieu les filles","ZZCCMXTP","Adieu les filles",2022,"Spring",39,0.156,0.829,0.655,0,0.066,-6.397,0.115,123.081,"0","1",125333,0.743,"4","5bGOqwlF2tRmey4xSZELGK",NA,NA,NA,NA,NA,NA
"79","Poupée Russe","Lujipeka","Poupée Russe",2021,"Summer",51,0.246,0.83,0.59,0.000479,0.137,-6.978,0.0552,129.887,"7","0",160900,0.8,"4","2sfnGAHcam37qlF5Ovc8xx","french hip hop","rap calme",NA,NA,NA,NA
"80","Coach K","Népal","Coach K",2020,"Autumn",38,0.423,0.926,0.576,0,0.105,-7.586,0.269,134.964,"11","0",134000,0.569,"4","32oGJL52rUaxAglNswUrUQ","french hip hop",NA,NA,NA,NA,NA
"81","Deux frères","PNL","Deux frères",2019,"Spring",71,0.143,0.794,0.659,0.00224,0.0944,-7.063,0.0498,112.019,"7","0",247459,0.308,"4","6hzi3AGB39FjxFqcjgbWs7","french hip hop","pop urbaine",NA,NA,NA,NA
"82","Pas D'paradis","Hugo TSR","Flaque De Samples",2008,"Spring",40,0.634,0.871,0.71,0,0.25,-4.507,0.392,93.034,"11","1",232213,0.891,"4","5jMqL8W5CqIXWRzjW1NdLQ","french hip hop","rap conscient",NA,NA,NA,NA
"83","Fonsdé","Seyté","La vie est belle",2018,"Spring",20,0.508,0.52,0.864,0,0.24,-4.837,0.303,79.365,"11","1",126750,0.834,"4","4bq598tZ3nwByHMzQWTOmK","belgian hip hop","french hip hop",NA,NA,NA,NA
"84","Bécoter","Caballero","OSO",2021,"Spring",25,0.095,0.813,0.405,0.000717,0.313,-9.058,0.0406,134.962,"9","0",202786,0.478,"4","2pd87sOQdhUDkVkACLwbot","belgian hip hop","french hip hop",NA,NA,NA,NA
"85","De Quoi Tu Parles ?","Lujipeka","L.U.J.I.",2020,"Spring",24,0.294,0.75,0.71,4.13e-05,0.103,-8.041,0.0372,103.998,"7","0",146000,0.676,"4","1LbB1PxB0rEUdmHEDB5lAj","french hip hop","rap calme",NA,NA,NA,NA
"86","50 Pourcents","Orelsan","Perdu D'Avance",2009,"Winter",42,0.0947,0.617,0.652,0,0.0908,-6.465,0.444,89.754,"6","0",280532,0.616,"4","12m4NzqMFZgFTQ3T1vMnw7","french hip hop","old school rap francais","rap conscient",NA,NA,NA
"87","Je viens de là","Grand Corps Malade","Enfant de la ville",2008,"Spring",31,0.127,0.715,0.642,0,0.133,-8.984,0.319,90.005,"2","1",206706,0.452,"4","3UZ6gaODmWBwrpj62C56JG","chanson","french pop",NA,NA,NA,NA
"88","Meilleur du monde","David Okit","Meilleur du monde - Single",2018,"Autumn",27,0.333,0.804,0.605,0,0.0981,-7.873,0.131,119.996,"8","0",234078,0.479,"4","7uXcxsmZMc4NvYmIyDduaj","belgian hip hop","rap francais",NA,NA,NA,NA
"89","TDB","OBOY","TDB",2021,"Summer",61,0.0474,0.882,0.675,0.000598,0.124,-6.004,0.141,140.092,"3","1",154280,0.758,"4","27Z3UdqvdAhtJlWBMoDjBD","french hip hop","pop urbaine","rap francais",NA,NA,NA
"90","Put It on Me","Frankie Stew and Harvey Gunn","The Morning",2014,"Summer",52,0.176,0.873,0.425,0,0.11,-12.158,0.326,109.024,"6","0",198165,0.118,"4","76uOmADz7RDVK8atL2H1lT","uk alternative hip hop",NA,NA,NA,NA,NA
"91","Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","TESTING",2018,"Spring",84,0.0609,0.854,0.569,0.0816,0.1,-8.151,0.106,80.015,"5","0",205040,0.294,"4","7ycWLEP1GsNjVvcjawXz3z","east coast hip hop","hip hop","rap","trap",NA,NA
"92","Différente","Caballero","OSO",2021,"Spring",30,0.779,0.735,0.278,0.00287,0.111,-10.875,0.0547,89.969,"5","0",166173,0.176,"4","69lgv9LIJktixMhJWMlnTo","belgian hip hop","french hip hop",NA,NA,NA,NA
"93","Vibe","Népal","Adios Bahamas",2020,"Winter",46,0.446,0.524,0.611,6.64e-05,0.153,-9.287,0.551,92.006,"0","1",227944,0.424,"4","5eqX0jS3vTduop2XzgdQkE","french hip hop",NA,NA,NA,NA,NA
"94","Sea Shanty Medley","Home Free","Sea Shanty Medley",2021,"Spring",65,0.253,0.561,0.692,0,0.125,-5.71,0.0551,140.554,"4","1",234362,0.898,"4","5mkoR8mVrEwpDQc9y54sM2","a cappella",NA,NA,NA,NA,NA
"95","BODIES (feat. Damso)","Gazo","BODIES (feat. Damso)",2022,"Summer",49,0.00864,0.906,0.518,0.00174,0.0711,-7.104,0.18,146.06,"1","1",166373,0.259,"4","1vhGzynTAXJ0MD0gkXPxzX","drill francais","french hip hop","pop urbaine","r&b francais","rap francais",NA
"96","Ils nous comprennent pas","PLK","Polak",2019,"Winter",45,0.427,0.831,0.686,7.36e-06,0.0812,-6.692,0.126,109.017,"6","0",182292,0.436,"4","5WiJXFbflamzFtN3EqpY3x","french hip hop","pop urbaine","rap conscient","rap francais",NA,NA
