"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"38","Certe notti","Ligabue","Buon compleanno Elvis [Remastered Version]","1995","missing",64,0.55,0.363,0.716,0,0.115,-4.829,0.0383,179.407,"4","1",261398,0.372,"3","5gTuH5Jl8PVUitsFzFslWu","italian adult pop","italian pop rock",NA,NA,NA,NA,NA,NA
"39","There’d Better Be A Mirrorball","Arctic Monkeys","There’d Better Be A Mirrorball","2022","Summer",66,0.634,0.513,0.369,0.0139,0.186,-10.899,0.0307,72.062,"3","1",265798,0.311,"4","0yowbJnnbTLpr99f9l1uba","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"40","Castle on the Hill","Ed Sheeran","÷ (Deluxe)","2017","Spring",82,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,0.0989,135.007,"2","1",261153,0.471,"4","6PCUP3dWmTjcTtXY02oFdT","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"41","L' estate addosso","JOVANOTTE","Vi Porto Via Con Me","2017","Winter",20,0.0237,0.717,0.55,1.11e-06,0.504,-10.686,0.0403,130.031,"4","1",258000,0.683,"4","7pDhTq03jkmZlNSAkENsGS",NA,NA,NA,NA,NA,NA,NA,NA
"42","L'universo tranne noi","Max Pezzali","MAX 20","2013","Summer",59,0.326,0.449,0.675,4.56e-06,0.193,-3.979,0.0318,148.175,"7","1",253100,0.289,"4","0RYqzVMfEjbDr1CTL7fta5","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"43","505","Arctic Monkeys","Favourite Worst Nightmare","2007","Spring",88,0.00287,0.526,0.866,7.78e-05,0.0945,-5.822,0.0568,140.266,"0","1",253586,0.248,"4","0BxE4FqsDD1Ot4YuBXwAPp","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"44","Photograph","Ed Sheeran","x (Deluxe Edition)","2014","Summer",87,0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,"4","1",258986,0.201,"4","1HNkqx9Ahdgi1Ixy2xkKkL","pop","singer-songwriter pop","uk pop",NA,NA,NA,NA,NA
"45","Questa nostra stupida canzone d'amore","Thegiornalisti","LOVE","2018","Autumn",62,0.238,0.509,0.672,0,0.125,-5.477,0.0363,78.084,"0","1",249417,0.425,"4","1Kw6V4wiZKTVwLZ5YcYJR3","italian adult pop","italian pop","rome indie",NA,NA,NA,NA,NA
"46","Wake Me Up","Avicii","True","2013","Winter",88,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,"2","1",247426,0.643,"4","0nrRP2bk19rLc0orkWPQk2","dance pop","edm","pop","pop dance",NA,NA,NA,NA
"47","Cara Italia","Ghali","Cara Italia","2018","Spring",55,0.538,0.78,0.709,0.000362,0.112,-7.059,0.0836,111.038,"6","0",244324,0.711,"4","3atDsUhlUgDlQQrI0XFh7I","italian hip hop","italian pop","milan indie",NA,NA,NA,NA,NA
"48","Leave Before The Lights Come On","Arctic Monkeys","Leave Before The Lights Come On","2006","Summer",62,0.00272,0.365,0.887,2.18e-05,0.0923,-4.579,0.0417,150.718,"0","1",233946,0.916,"4","4Du0BRUJvKybzxcRplp7HF","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"49","Gianna","Rino Gaetano","Nuntereggae Più","1978","Autumn",61,0.0809,0.783,0.848,0.000645,0.115,-12.212,0.0397,105.823,"9","1",233000,0.984,"4","3LhSWvr02ZOYL5IMd3nm1t","canzone d'autore","classic italian pop","italian adult pop",NA,NA,NA,NA,NA
"50","Spirale ovale","Articolo 31","Domani smetto","2002","Spring",53,0.0927,0.393,0.974,0,0.274,-2.321,0.239,215.8,"9","1",232186,0.725,"4","7pSFMd9OqviU7J8OWXneM7","italian adult pop","italian underground hip hop","rap italiano old school",NA,NA,NA,NA,NA
"51","Parole di ghiaccio","Emis Killa","L'erba cattiva","2012","Winter",60,0.214,0.417,0.879,0,0.0811,-4.43,0.243,87.437,"0","0",231655,0.704,"4","1mItEeAlTepKfWUOpu8h6b","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
